"nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19","prtvtebe","prtclebe"
90,"5 - Every day",840,6,8,5,"1 - Very interested","2 - Very little","3 - Quite able","2 - Very little","3 - Quite confident",5,4,4,5,3,4,5,"Yes",8,"4 - Several times a month","2","2 - Less than most","No","2 - Safe","2 - Good","3 - No",3,5,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","No",10,"5 - Extremely worried",7,"2 - Twice a day","2 - Twice a day",5,"4 - I don’t smoke now but I used to","2 - Several times a week",13.2,26.4,"4 - Less than monthly",170,86,"No",8,"Female",62,"Living with my partner - not legally recognised","5 - Not like me","Yes",NA,NA
0,"5 - Every day",240,7,7,8,"2 - Quite interested","2 - Very little","3 - Quite able","3 - Some","2 - A little confident",5,5,7,3,3,6,6,"Yes",8,"4 - Several times a month","4-6","2 - Less than most","No","2 - Safe","2 - Good","3 - No",6,5,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",7,"6 - Less than once a week","3 - Once a day",0,"6 - I have never smoked","2 - Several times a week",9.6,9.6,"4 - Less than monthly",178,88,"No",8,"Male",30,"Living with my partner - legally recognised","3 - Somewhat like me","Yes","N-VA",NA
90,"1 - Never",NA,7,4,6,"2 - Quite interested","2 - Very little","1 - Not at all able","3 - Some","1 - Not at all confident",7,6,7,5,5,6,6,"Yes",7,"3 - Once a month","3","2 - Less than most","No","2 - Safe","3 - Fair","3 - No",6,6,"No",3,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",7,"4 - Less than once a day but at least 4 times a week","3 - Once a day",0,"1 - I smoke daily, 10 or more cigarettes","1 - Every day",26.4,39.6,"2 - Weekly",160,45,"No",9,"Female",67,"Legally married","3 - Somewhat like me","Yes","Groen!",NA
30,"5 - Every day",120,4,3,5,"3 - Hardly interested","2 - Very little","2 - A little able","3 - Some","3 - Quite confident",6,7,4,3,5,3,7,"Yes",5,"6 - Several times a week","7-9","3 - About the same","No","2 - Safe","1 - Very good","3 - No",5,5,"No",3,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",3,"5 - Less than 4 times a week but at least once a week","5 - Less than 4 times a week but at least once a week",6,"1 - I smoke daily, 10 or more cigarettes","3 - Once a week",38.4,40,"4 - Less than monthly",170,60,"No",5,"Male",23,NA,"2 - Like me","Yes","Vlaams Belang","Vlaams Belang"
60,"5 - Every day",360,4,7,6,"2 - Quite interested","2 - Very little","3 - Quite able","3 - Some","3 - Quite confident",4,5,7,5,6,5,5,"Not eligible to vote",7,"5 - Once a week","4-6","2 - Less than most","No","1 - Very safe","1 - Very good","3 - No",7,6,"No",3,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"3 - Somewhat worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",169,60,"No",8,"Male",22,NA,"2 - Like me","Yes",NA,"N-VA"
60,"5 - Every day",240,6,7,6,"2 - Quite interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",6,7,8,6,6,6,7,"Yes",7,"6 - Several times a week","4-6","3 - About the same","No","2 - Safe","2 - Good","3 - No",8,7,"No",4,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",7,"4 - Less than once a day but at least 4 times a week","3 - Once a day",7,"6 - I have never smoked","2 - Several times a week",28.8,21.1,"4 - Less than monthly",182,92,"No",7,"Male",66,"Legally married","3 - Somewhat like me","Yes","PS","PS"
60,"4 - Most days",60,7,7,6,"3 - Hardly interested","3 - Some","1 - Not at all able","2 - Very little","2 - A little confident",7,6,8,8,7,8,8,"Yes",9,"6 - Several times a week","3","3 - About the same","No","4 - Very unsafe","3 - Fair","3 - No",9,9,"Yes",9,"4 - At least once a month","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",8,"3 - Once a day","2 - Twice a day",0,"6 - I have never smoked","6 - Less than once a month",6.6,19.8,"5 - Never",160,87,"No",9,"Female",61,"Legally married","1 - Very much like me","Yes","MR","MR"
30,"5 - Every day",330,5,0,6,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",0,0,6,0,0,0,8,"Yes",10,"7 - Every day","3","2 - Less than most","No","4 - Very unsafe","1 - Very good","3 - No",10,5,"No",10,"7 - Never","5 - Only on special holy days","No","Yes","Yes",NA,"No","Yes","Yes",10,"4 - Very worried",6,"5 - Less than 4 times a week but at least once a week","3 - Once a day",5,"1 - I smoke daily, 10 or more cigarettes","7 - Never",NA,NA,"6 - Not applicable",160,56,"No",5,"Female",54,"Living with my partner - not legally recognised","3 - Somewhat like me","Yes","Ecolo",NA
10,"5 - Every day",240,7,7,6,"2 - Quite interested","2 - Very little","2 - A little able","3 - Some","2 - A little confident",7,8,9,6,6,7,7,"Not eligible to vote",9,"6 - Several times a week","4-6","3 - About the same","No","3 - Unsafe","1 - Very good","3 - No",3,3,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",6,"3 - Once a day","2 - Twice a day",7,"6 - I have never smoked","4 - 2-3 times a month",0,19.2,"4 - Less than monthly",174,60,"Yes",9,"Female",17,NA,"3 - Somewhat like me","Yes",NA,"Groen!"
60,"5 - Every day",90,8,8,4,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",3,4,6,3,3,0,0,"Yes",9,"4 - Several times a month","4-6","3 - About the same","No","2 - Safe","1 - Very good","3 - No",7,3,"No",6,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"3 - Somewhat worried",9,"2 - Twice a day","3 - Once a day",4,"6 - I have never smoked","6 - Less than once a month",0,23.2,"3 - Monthly",184,82,"No",8,"Male",71,"Legally married","2 - Like me","Yes","N-VA","N-VA"
15,"5 - Every day",120,6,8,8,"1 - Very interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",NA,7,8,NA,NA,4,5,"Not eligible to vote",9,"5 - Once a week","3","1 - Much less than most","No","2 - Safe","2 - Good","3 - No",8,7,"Yes",10,"7 - Never","3 - Once a week","No","No","No",2022,"Yes","No","No",1,"2 - Not very worried",8,"3 - Once a day","3 - Once a day",5,"1 - I smoke daily, 10 or more cigarettes","3 - Once a week",0,60,"5 - Never",182,75,"No",8,"Male",45,"Legally married",NA,"Yes",NA,NA
30,"5 - Every day",60,7,7,7,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","1 - Not at all confident",5,3,7,3,4,6,7,"Yes",9,"4 - Several times a month","4-6","3 - About the same","No","2 - Safe","2 - Good","2 - Yes to some extent",7,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",8,"1 - Three times or more a day","5 - Less than 4 times a week but at least once a week",7,"6 - I have never smoked","4 - 2-3 times a month",13.2,13.2,"5 - Never",173,73,"No",8,"Male",58,"Legally married","3 - Somewhat like me","Yes","Vlaams Belang","Vlaams Belang"
120,"3 - A few times a week",NA,4,6,2,"2 - Quite interested","3 - Some","1 - Not at all able","3 - Some","1 - Not at all confident",5,4,5,5,3,5,6,"Yes",8,"5 - Once a week","4-6","4 - More than most","No","1 - Very safe","3 - Fair","1 - Yes a lot",10,8,"No",6,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",8,"3 - Once a day","3 - Once a day",0,"2 - I smoke daily, 9 or fewer cigarettes","7 - Never",NA,NA,"6 - Not applicable",154,53,"No",7,"Female",75,NA,"1 - Very much like me","Yes","MR","PS"
15,"5 - Every day",360,7,7,5,"2 - Quite interested","3 - Some","3 - Quite able","2 - Very little","3 - Quite confident",7,8,7,5,4,6,7,"Yes",7,"6 - Several times a week","3","2 - Less than most","No","2 - Safe","2 - Good","3 - No",8,7,"Yes",5,"5 - Only on special holy days","5 - Only on special holy days","No","Yes","No",1974,"Yes","Yes","Yes",6,"4 - Very worried",7,"3 - Once a day","3 - Once a day",1,"6 - I have never smoked","2 - Several times a week",9.6,21.1,"4 - Less than monthly",182,110,"No",6,"Male",50,"Legally married","2 - Like me","Yes","MR","MR"
1120,"5 - Every day",60,6,6,3,"2 - Quite interested","1 - Not at all","2 - A little able","1 - Not at all","3 - Quite confident",7,8,9,5,5,5,8,"Yes",9,"7 - Every day","1","1 - Much less than most","No","2 - Safe","2 - Good","3 - No",4,7,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"1 - Not at all worried",9,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",0,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",172,99,"No",9,"Male",34,"Legally married","2 - Like me","Yes","N-VA",NA
0,"5 - Every day",360,5,5,5,"4 - Not at all interested","2 - Very little","1 - Not at all able","3 - Some","1 - Not at all confident",3,5,5,7,7,7,7,"No",10,"4 - Several times a month","10 or more","3 - About the same","No","4 - Very unsafe","1 - Very good","3 - No",10,10,"Yes",10,"6 - Less often","1 - Every day","Yes","Yes","No",2013,"Yes","No","No",10,"3 - Somewhat worried",10,"4 - Less than once a day but at least 4 times a week","5 - Less than 4 times a week but at least once a week",0,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",159,75,"No",10,"Female",38,"Legally married","2 - Like me","Yes",NA,NA
30,"5 - Every day",120,6,7,5,"4 - Not at all interested","1 - Not at all","2 - A little able","1 - Not at all","3 - Quite confident",4,5,3,7,1,6,3,"Yes",8,"5 - Once a week","4-6","3 - About the same","Yes","1 - Very safe","3 - Fair","2 - Yes to some extent",6,4,"No",8,"7 - Never","1 - Every day","Yes","Yes","Yes",NA,"Yes","Yes","No",7,"2 - Not very worried",9,"4 - Less than once a day but at least 4 times a week","3 - Once a day",3,"4 - I don’t smoke now but I used to","1 - Every day",26.4,36.4,"3 - Monthly",160,77,"No",8,"Female",72,"Living with my partner - not legally recognised","3 - Somewhat like me","Yes","MR",NA
60,"5 - Every day",90,7,7,7,"2 - Quite interested","3 - Some","1 - Not at all able","2 - Very little","1 - Not at all confident",1,5,7,1,1,1,7,"Yes",9,"2 - Less than once a month","1","2 - Less than most","No","3 - Unsafe","2 - Good","3 - No",9,9,"No",9,"7 - Never","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"5 - Extremely worried",8,"3 - Once a day","3 - Once a day",7,"4 - I don’t smoke now but I used to","7 - Never",NA,NA,"6 - Not applicable",176,83,"No",9,"Male",66,"Legally married","2 - Like me","Yes","N-VA","N-VA"
60,"5 - Every day",120,4,5,4,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",4,4,5,4,4,6,6,"Yes",8,"5 - Once a week","1","2 - Less than most","No","2 - Safe","3 - Fair","2 - Yes to some extent",5,4,"Yes",4,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"3 - Somewhat worried",7,"7 - Never","3 - Once a day",5,"1 - I smoke daily, 10 or more cigarettes","3 - Once a week",30,30,"3 - Monthly",168,105,"No",7,"Male",54,"Legally married","2 - Like me","Yes","CD&V",NA
180,"1 - Never",NA,7,4,7,"2 - Quite interested","3 - Some","2 - A little able","2 - Very little","2 - A little confident",6,5,7,6,7,8,4,"Yes",9,"4 - Several times a month","7-9","4 - More than most","Yes","4 - Very unsafe","3 - Fair","1 - Yes a lot",7,7,"Yes",10,"3 - Once a week","2 - More than once a week","Yes","Yes","Yes",NA,"Yes","Yes","Yes",6,"4 - Very worried",7,"3 - Once a day","4 - Less than once a day but at least 4 times a week",0,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",172,88,"No",8,"Male",82,"Legally married","1 - Very much like me","Yes","CD&V","CD&V"
30,"4 - Most days",60,0,0,0,"4 - Not at all interested","3 - Some","1 - Not at all able","3 - Some","2 - A little confident",5,7,7,6,0,7,8,"Yes",10,"6 - Several times a week","7-9","1 - Much less than most","No","1 - Very safe","4 - Bad","3 - No",10,7,"Yes",10,"3 - Once a week","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",10,"5 - Extremely worried",7,"3 - Once a day","3 - Once a day",0,"1 - I smoke daily, 10 or more cigarettes","4 - 2-3 times a month",20,20,"5 - Never",178,85,"No",6,"Male",65,"Legally married","1 - Very much like me","Yes","PS","PS"
10,"5 - Every day",240,0,5,3,"3 - Hardly interested","1 - Not at all","1 - Not at all able","3 - Some","1 - Not at all confident",8,8,8,NA,NA,10,10,"Yes",10,"6 - Several times a week","3","3 - About the same","No","3 - Unsafe","2 - Good","3 - No",10,10,"No",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"No","Yes","Yes",10,"2 - Not very worried",6,"4 - Less than once a day but at least 4 times a week","3 - Once a day",0,"4 - I don’t smoke now but I used to","7 - Never",NA,NA,"6 - Not applicable",167,95,"No",7,"Female",28,"Living with my partner - legally recognised","2 - Like me","Yes","Ecolo","Ecolo"
30,"5 - Every day",480,4,6,5,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","1 - Not at all confident",8,8,8,6,6,8,8,"Yes",6,"6 - Several times a week","4-6","3 - About the same","Yes","3 - Unsafe","1 - Very good","3 - No",8,9,"No",4,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"3 - Somewhat worried",5,"4 - Less than once a day but at least 4 times a week","3 - Once a day",1,"3 - I smoke but not every day","3 - Once a week",52.8,52.8,"2 - Weekly",169,62,"Yes",7,"Female",31,"Living with my partner - legally recognised","2 - Like me","Yes","MR",NA
120,"5 - Every day",90,7,7,5,"1 - Very interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",5,8,9,3,2,7,10,"Yes",9,"5 - Once a week","3","4 - More than most","No","2 - Safe","2 - Good","3 - No",6,6,"Yes",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",8,"2 - Twice a day","3 - Once a day",3,"4 - I don’t smoke now but I used to","3 - Once a week",0,26.4,"4 - Less than monthly",178,100,"No",8,"Male",63,"Legally married","3 - Somewhat like me","Yes","Groen!","Sp.a (Vooruit)"
30,"4 - Most days",90,7,5,8,"3 - Hardly interested","3 - Some","2 - A little able","2 - Very little","1 - Not at all confident",6,7,8,5,5,3,7,"Yes",8,"4 - Several times a month","4-6","2 - Less than most","Yes","1 - Very safe","2 - Good","3 - No",8,6,"No",6,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",8,"4 - Less than once a day but at least 4 times a week","3 - Once a day",1,"4 - I don’t smoke now but I used to","2 - Several times a week",9.6,48,"2 - Weekly",186,88,"No",7,"Male",64,"Legally married","3 - Somewhat like me","Yes","N-VA","N-VA"
120,"5 - Every day",60,5,7,4,"2 - Quite interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",6,4,6,5,6,6,8,"Yes",8,"5 - Once a week","3","2 - Less than most","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",3,6,"Yes",7,"5 - Only on special holy days","1 - Every day","No","Yes","Yes",NA,"No","Yes","Yes",5,"4 - Very worried",7,"2 - Twice a day","3 - Once a day",5,"6 - I have never smoked","6 - Less than once a month",0,0,"5 - Never",173,67,"Yes",6,"Female",73,"Legally married","1 - Very much like me","Yes","N-VA",NA
30,"5 - Every day",240,6,7,4,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","1 - Not at all confident",4,6,7,4,3,5,5,"No",7,"5 - Once a week","4-6","5 - Much more than most","Yes","2 - Safe","3 - Fair","3 - No",7,7,"No",1,"7 - Never","7 - Never","No","No","No",2011,"Yes","No","No",6,"3 - Somewhat worried",7,"2 - Twice a day","2 - Twice a day",7,"6 - I have never smoked","4 - 2-3 times a month",13.2,13.2,"4 - Less than monthly",162,45,"Yes",8,"Female",36,"Legally married","2 - Like me","Yes",NA,NA
45,"5 - Every day",120,7,7,7,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","2 - A little confident",7,7,7,7,7,7,7,"Yes",7,"6 - Several times a week","7-9","2 - Less than most","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",8,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"2 - Not very worried",5,"3 - Once a day","3 - Once a day",0,"1 - I smoke daily, 10 or more cigarettes","4 - 2-3 times a month",9.6,0,"5 - Never",168,58,"No",6,"Female",70,NA,"3 - Somewhat like me","Yes","PS",NA
30,"5 - Every day",180,0,0,1,"2 - Quite interested","2 - Very little","3 - Quite able","3 - Some","3 - Quite confident",6,3,8,3,1,4,7,"Yes",7,"6 - Several times a week","7-9","4 - More than most","Yes","3 - Unsafe","3 - Fair","2 - Yes to some extent",2,5,"Yes",7,"5 - Only on special holy days","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",10,"5 - Extremely worried",6,"3 - Once a day","2 - Twice a day",2,"5 - I have only smoked a few times","2 - Several times a week",39.6,39.6,"2 - Weekly",168,60,"No",7,"Female",46,"Legally married","1 - Very much like me","Yes",NA,NA
120,"2 - Only occasionally",NA,8,5,8,"1 - Very interested",NA,"3 - Quite able","3 - Some","2 - A little confident",8,8,8,7,NA,8,8,"Yes",9,"6 - Several times a week","3","3 - About the same","No","1 - Very safe","4 - Bad","3 - No",8,8,"Yes",10,"4 - At least once a month","1 - Every day","No","Yes","No",2003,"Yes","No","No",7,"3 - Somewhat worried",8,"2 - Twice a day","5 - Less than 4 times a week but at least once a week",0,"4 - I don’t smoke now but I used to","3 - Once a week",26.4,26.4,NA,150,71,"No",10,"Female",NA,NA,NA,"Yes",NA,"Vlaams Belang"
30,"5 - Every day",180,5,3,4,"3 - Hardly interested","3 - Some","1 - Not at all able","1 - Not at all","1 - Not at all confident",2,4,8,5,4,0,0,"Yes",8,"6 - Several times a week","2","4 - More than most","No","2 - Safe","3 - Fair","2 - Yes to some extent",9,4,"Yes",7,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"4 - Very worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",0,"4 - I don’t smoke now but I used to","6 - Less than once a month",72,72,"5 - Never",172,82,"No",8,"Male",67,"Legally married","2 - Like me","Yes","N-VA","N-VA"
60,"5 - Every day",480,2,6,6,"2 - Quite interested","2 - Very little","4 - Very able","3 - Some","4 - Very confident",7,3,6,4,4,2,7,"Yes",8,"4 - Several times a month","4-6","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",9,5,"Yes",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",8,"5 - Less than 4 times a week but at least once a week","3 - Once a day",7,"4 - I don’t smoke now but I used to","4 - 2-3 times a month",39.6,40,"3 - Monthly",188,83,"No",8,"Male",34,"Living with my partner - legally recognised","2 - Like me","Yes","CD&V",NA
60,"5 - Every day",300,0,4,8,"4 - Not at all interested","1 - Not at all","1 - Not at all able","2 - Very little","2 - A little confident",3,0,0,0,0,3,5,"Yes",1,"7 - Every day","3","1 - Much less than most","No","2 - Safe","3 - Fair","1 - Yes a lot",1,1,"Yes",8,"3 - Once a week","2 - More than once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",4,"4 - Less than once a day but at least 4 times a week","3 - Once a day",0,"4 - I don’t smoke now but I used to","2 - Several times a week",13.2,100,"3 - Monthly",165,86,"No",2,"Female",30,"Legally married","4 - A little like me","Yes","Vlaams Belang",NA
60,"5 - Every day",210,4,8,5,"2 - Quite interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",5,6,10,6,6,4,4,"Yes",8,"4 - Several times a month","2","2 - Less than most","Yes","1 - Very safe","2 - Good","3 - No",8,6,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",8,"3 - Once a day","3 - Once a day",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",180,83,"No",8,"Male",31,"Living with my partner - not legally recognised","3 - Somewhat like me","Yes","MR","MR"
35,"5 - Every day",310,7,8,7,"3 - Hardly interested","3 - Some","2 - A little able","1 - Not at all","3 - Quite confident",7,8,7,6,6,7,8,"Yes",7,"4 - Several times a month","1","1 - Much less than most","No","2 - Safe","3 - Fair","3 - No",7,7,"No",3,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",7,"3 - Once a day","3 - Once a day",0,"6 - I have never smoked","2 - Several times a week",13.2,13.2,"5 - Never",178,62,"No",8,"Female",41,"Legally married","3 - Somewhat like me","Yes",NA,NA
120,"5 - Every day",120,7,7,7,"2 - Quite interested","2 - Very little","3 - Quite able","2 - Very little","3 - Quite confident",7,3,8,0,0,0,4,"Yes",9,"6 - Several times a week","4-6","3 - About the same","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",8,3,"Yes",4,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",7,"3 - Once a day","5 - Less than 4 times a week but at least once a week",0,"4 - I don’t smoke now but I used to","5 - Once a month",0,30,"5 - Never",172,98,"No",8,"Female",55,"Living with my partner - legally recognised","2 - Like me","Yes","PVDA","Vlaams Belang"
60,"5 - Every day",120,6,6,4,"1 - Very interested","2 - Very little","3 - Quite able","1 - Not at all","3 - Quite confident",3,4,5,2,1,5,6,"Yes",7,"6 - Several times a week","4-6","3 - About the same","No","2 - Safe","2 - Good","3 - No",7,7,"No",6,"6 - Less often","7 - Never","No","No","No",1989,"Yes","No","No",6,"3 - Somewhat worried",6,"2 - Twice a day","2 - Twice a day",3,"4 - I don’t smoke now but I used to","1 - Every day",152.7,214.3,"2 - Weekly",165,84,"No",7,"Male",73,"Legally married","2 - Like me","Yes","MR",NA
90,"3 - A few times a week",NA,4,5,5,"2 - Quite interested","3 - Some","1 - Not at all able","3 - Some","2 - A little confident",4,3,4,2,3,4,6,"Not eligible to vote",8,"3 - Once a month","7-9","4 - More than most","No","2 - Safe","2 - Good","3 - No",9,8,"No",4,"5 - Only on special holy days","4 - At least once a month","No","No","No",1983,"Yes","No","No",7,"4 - Very worried",8,"3 - Once a day","3 - Once a day",2,"6 - I have never smoked","3 - Once a week",0,9.8,"4 - Less than monthly",158,61,"Yes",8,"Female",71,"Legally married","2 - Like me","Yes",NA,NA
0,"5 - Every day",120,2,5,5,"4 - Not at all interested","1 - Not at all","1 - Not at all able","3 - Some","1 - Not at all confident",0,9,9,0,0,0,0,"Yes",3,"6 - Several times a week","4-6","1 - Much less than most","No","1 - Very safe","5 - Very bad","1 - Yes a lot",10,5,"No",0,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",10,"4 - Very worried",0,"7 - Never","6 - Less than once a week",0,"2 - I smoke daily, 9 or fewer cigarettes","1 - Every day",272.2,115,"1 - Daily or almost daily",169,63,"Yes",5,"Male",51,NA,"3 - Somewhat like me","Yes","Blank",NA
60,"5 - Every day",180,8,8,7,"1 - Very interested","3 - Some","3 - Quite able","3 - Some","2 - A little confident",6,7,8,6,5,7,6,"Yes",7,"5 - Once a week","3","2 - Less than most","No","2 - Safe","2 - Good","3 - No",6,6,"Yes",6,"5 - Only on special holy days","3 - Once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",8,"4 - Less than once a day but at least 4 times a week","4 - Less than once a day but at least 4 times a week",7,"5 - I have only smoked a few times","4 - 2-3 times a month",10,20,"4 - Less than monthly",183,68,"No",7,"Male",52,"Legally married","2 - Like me","Yes","Vlaams Belang","N-VA"
567,"5 - Every day",480,7,7,8,"3 - Hardly interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",5,6,7,4,2,5,6,"Yes",9,"4 - Several times a month","3","3 - About the same","No","2 - Safe","2 - Good","3 - No",6,4,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"4 - Very worried",7,"2 - Twice a day","4 - Less than once a day but at least 4 times a week",2,"2 - I smoke daily, 9 or fewer cigarettes","2 - Several times a week",26.4,50,"3 - Monthly",186,82,"No",8,"Male",47,"Living with my partner - legally recognised","5 - Not like me","Yes",NA,NA
60,"5 - Every day",60,5,3,7,"2 - Quite interested","2 - Very little","3 - Quite able","3 - Some","3 - Quite confident",10,9,10,6,7,10,10,"No",10,"7 - Every day","0 - None","1 - Much less than most","No","2 - Safe","2 - Good","3 - No",10,10,"Yes",10,"5 - Only on special holy days","1 - Every day","No","No","No",2006,"Yes","No","No",NA,NA,10,"1 - Three times or more a day","1 - Three times or more a day",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",151,57,"No",10,"Female",49,"Legally married","1 - Very much like me","Yes",NA,NA
90,"5 - Every day",600,8,9,4,"2 - Quite interested","2 - Very little","3 - Quite able","3 - Some","3 - Quite confident",7,6,7,6,8,9,9,"Yes",9,"5 - Once a week","4-6","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",10,9,"Yes",6,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",9,"3 - Once a day","3 - Once a day",2,"6 - I have never smoked","3 - Once a week",6.6,56,"4 - Less than monthly",180,65,"No",9,"Male",25,NA,"2 - Like me","Yes","MR","MR"
30,"5 - Every day",480,7,5,8,"3 - Hardly interested","3 - Some","1 - Not at all able","2 - Very little","2 - A little confident",7,8,6,6,7,9,9,"Not eligible to vote",8,"7 - Every day","4-6","3 - About the same","No","2 - Safe","2 - Good","2 - Yes to some extent",6,6,"Yes",4,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"3 - Somewhat worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",1,"5 - I have only smoked a few times","3 - Once a week",13.2,60,"2 - Weekly",190,82,"No",8,"Male",17,NA,"2 - Like me","Yes",NA,NA
30,"5 - Every day",60,8,7,7,"3 - Hardly interested","2 - Very little","2 - A little able","3 - Some","3 - Quite confident",7,9,7,7,5,8,9,"No",8,"6 - Several times a week","3","2 - Less than most","No","2 - Safe","1 - Very good","3 - No",4,4,"Yes",7,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"No","Yes","Yes",8,"4 - Very worried",8,"4 - Less than once a day but at least 4 times a week","3 - Once a day",4,"6 - I have never smoked","6 - Less than once a month",0,50,"4 - Less than monthly",178,69,"No",9,"Male",32,"Legally married","3 - Somewhat like me","Yes",NA,"Sp.a (Vooruit)"
