"nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19","prtvtebe","prtclebe"
30,"5 - Every day",180,8,6,4,"2 - Quite interested",NA,"2 - A little able",NA,"2 - A little confident",5,7,8,NA,NA,7,8,"Not eligible to vote",9,"6 - Several times a week","3","3 - About the same","No","3 - Unsafe","2 - Good","3 - No",9,9,"No",0,"5 - Only on special holy days","7 - Never","No","No","No",2016,"No","No","No",6,"4 - Very worried",8,"2 - Twice a day","3 - Once a day",3,"6 - I have never smoked","6 - Less than once a month",0,13.2,"5 - Never",175,75,"No",9,"Female",16,NA,"1 - Very much like me","Yes",NA,NA
45,"5 - Every day",420,6,6,7,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","3 - Quite confident",6,5,5,5,4,5,5,"Yes",9,"4 - Several times a month","7-9","4 - More than most","No","2 - Safe","2 - Good","3 - No",9,8,"No",0,"7 - Never","7 - Never","No","No","No",1996,"Yes","No","No",8,"4 - Very worried",9,"3 - Once a day","3 - Once a day",2,"5 - I have only smoked a few times","2 - Several times a week",6.6,6.6,"4 - Less than monthly",165,79,"No",9,"Female",53,"Legally married","4 - A little like me","Yes","PS",NA
5,"5 - Every day",120,4,5,7,"4 - Not at all interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,4,8,3,3,3,7,"Yes",9,"6 - Several times a week","10 or more","2 - Less than most","No","2 - Safe","2 - Good","3 - No",7,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"No","Yes","Yes",6,"3 - Somewhat worried",8,"6 - Less than once a week","3 - Once a day",1,"1 - I smoke daily, 10 or more cigarettes","2 - Several times a week",72,72,"5 - Never",165,60,"No",8,"Female",60,"Legally married","4 - A little like me","Yes",NA,"Sp.a (Vooruit)"
120,"5 - Every day",300,0,7,5,"2 - Quite interested","1 - Not at all","1 - Not at all able","3 - Some","1 - Not at all confident",5,5,8,5,5,5,5,"No",9,"6 - Several times a week","4-6","1 - Much less than most","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",7,5,"No",8,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"4 - Very worried",7,"3 - Once a day","2 - Twice a day",0,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",160,52,"No",9,"Male",39,NA,"1 - Very much like me","Yes",NA,NA
20,"5 - Every day",300,5,3,1,"3 - Hardly interested","2 - Very little","2 - A little able","1 - Not at all","2 - A little confident",5,7,8,5,3,5,5,"Yes",5,"7 - Every day","1","3 - About the same","No","2 - Safe","4 - Bad","1 - Yes a lot",10,10,"No",0,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",9,"3 - Once a day","3 - Once a day",0,"2 - I smoke daily, 9 or fewer cigarettes","6 - Less than once a month",0,72,"5 - Never",160,86,"No",6,"Female",35,NA,"4 - A little like me","Yes","DéFI",NA
30,"5 - Every day",NA,7,7,8,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","1 - Not at all confident",6,6,7,6,5,6,6,"Yes",8,"6 - Several times a week","4-6","2 - Less than most","No","1 - Very safe","2 - Good","3 - No",7,7,"Yes",7,"5 - Only on special holy days","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"5 - Extremely worried",7,"3 - Once a day","2 - Twice a day",5,"5 - I have only smoked a few times","5 - Once a month",85.2,19.8,"3 - Monthly",160,60,"No",8,"Female",44,"Living with my partner - not legally recognised","3 - Somewhat like me","Yes",NA,NA
60,"5 - Every day",600,5,8,8,"1 - Very interested","4 - A lot","5 - Completely able","2 - Very little","5 - Completely confident",7,7,8,7,7,8,7,"Yes",9,"6 - Several times a week","1","2 - Less than most","No","1 - Very safe","1 - Very good","3 - No",7,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",10,"5 - Extremely worried",10,"5 - Less than 4 times a week but at least once a week","3 - Once a day",4,"6 - I have never smoked","4 - 2-3 times a month",0,13.2,"5 - Never",190,90,"No",9,"Male",60,"Legally married","3 - Somewhat like me","Yes","Sp.a (Vooruit)","Sp.a (Vooruit)"
90,"5 - Every day",120,3,5,3,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",4,2,5,3,4,3,3,"Yes",8,"3 - Once a month","3","2 - Less than most","No","2 - Safe","2 - Good","3 - No",9,4,"Yes",6,"7 - Never","2 - More than once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",6,"2 - Twice a day","3 - Once a day",1,"6 - I have never smoked","6 - Less than once a month",0,13.2,"5 - Never",156,61,"No",7,"Female",63,"Legally married","1 - Very much like me","Yes",NA,NA
30,"5 - Every day",360,0,5,5,"4 - Not at all interested","1 - Not at all","2 - A little able","2 - Very little","1 - Not at all confident",7,7,7,6,5,7,8,"Not eligible to vote",8,"7 - Every day","4-6","3 - About the same","No","2 - Safe","1 - Very good","3 - No",2,2,"Yes",7,"6 - Less often","4 - At least once a month","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",7,"5 - Less than 4 times a week but at least once a week","3 - Once a day",0,"6 - I have never smoked","6 - Less than once a month",26.4,26.4,"4 - Less than monthly",167,55,"No",9,"Female",18,NA,"1 - Very much like me","Yes",NA,NA
120,"5 - Every day",180,5,7,4,"2 - Quite interested","1 - Not at all","2 - A little able","1 - Not at all","2 - A little confident",3,2,5,1,1,5,5,"Yes",8,"6 - Several times a week","10 or more","3 - About the same","No","2 - Safe","2 - Good","3 - No",5,5,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",6,"3 - Once a day","3 - Once a day",1,"6 - I have never smoked","3 - Once a week",183.6,111.6,"4 - Less than monthly",180,88,"No",8,"Male",76,NA,"3 - Somewhat like me","No","MR","MR"
15,"5 - Every day",180,7,7,7,"3 - Hardly interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",10,10,10,9,9,10,10,"Not eligible to vote",10,"7 - Every day","0 - None","1 - Much less than most","No","1 - Very safe","1 - Very good","3 - No",10,10,"Yes",1,"4 - At least once a month","7 - Never","No","No","No",2022,"No","No","No",9,"4 - Very worried",6,"1 - Three times or more a day","3 - Once a day",NA,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",163,50,"No",9,"Female",20,NA,"2 - Like me","Yes",NA,NA
120,"5 - Every day",240,7,7,8,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",6,8,8,6,7,8,6,"Yes",9,"6 - Several times a week","4-6","3 - About the same","Yes","3 - Unsafe","3 - Fair","2 - Yes to some extent",5,5,"No",0,"6 - Less often","7 - Never","No","Yes","No",1981,"No","No","No",8,"1 - Not at all worried",8,"2 - Twice a day","2 - Twice a day",2,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",164,80,"No",9,"Female",69,"Legally married","2 - Like me","Yes","Open VLD",NA
15,"5 - Every day",90,1,2,4,"4 - Not at all interested","2 - Very little","2 - A little able","1 - Not at all","1 - Not at all confident",1,1,8,1,1,1,5,"Yes",7,"7 - Every day","4-6","4 - More than most","No","1 - Very safe","1 - Very good","3 - No",1,1,"Yes",3,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",1,"2 - Not very worried",4,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",7,"1 - I smoke daily, 10 or more cigarettes","3 - Once a week",86.8,360,"2 - Weekly",177,80,"No",6,"Male",33,"Legally married","3 - Somewhat like me","Yes","Blank",NA
10,"5 - Every day",240,7,7,8,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",6,9,8,5,5,7,7,"Yes",8,"4 - Several times a month","1","2 - Less than most","No","2 - Safe","4 - Bad","2 - Yes to some extent",8,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"2 - Twice a day","3 - Once a day",2,"6 - I have never smoked","6 - Less than once a month",0,10,"5 - Never",166,66,"No",7,"Female",51,"Legally married","3 - Somewhat like me","Yes",NA,NA
0,"5 - Every day",330,2,5,1,"4 - Not at all interested","2 - Very little","2 - A little able","3 - Some","1 - Not at all confident",4,3,1,1,1,3,0,"No",7,"6 - Several times a week","3","1 - Much less than most","No","2 - Safe","1 - Very good","3 - No",7,6,"Yes",10,"6 - Less often","4 - At least once a month","No","Yes","Yes",NA,"No","No","No",9,"3 - Somewhat worried",6,"3 - Once a day","4 - Less than once a day but at least 4 times a week",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",171,81,"No",2,"Male",20,NA,"3 - Somewhat like me","No",NA,"PTB"
50,"2 - Only occasionally",NA,5,5,7,"3 - Hardly interested","3 - Some","5 - Completely able","2 - Very little","2 - A little confident",8,6,6,7,5,6,6,"Yes",6,"6 - Several times a week","2","4 - More than most","No","2 - Safe","2 - Good","3 - No",8,9,"No",10,"6 - Less often","1 - Every day","No","Yes","No",1991,"No","No","No",6,"3 - Somewhat worried",9,"3 - Once a day","3 - Once a day",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",182,98,"Yes",5,"Male",58,"Legally married","1 - Very much like me","Yes","Sp.a (Vooruit)","Sp.a (Vooruit)"
60,"5 - Every day",120,9,8,7,"1 - Very interested","3 - Some","3 - Quite able","4 - A lot","3 - Quite confident",7,8,7,6,6,7,7,"Yes",10,"7 - Every day","4-6","3 - About the same","Yes","1 - Very safe","1 - Very good","3 - No",6,6,"Yes",6,"5 - Only on special holy days","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"4 - Very worried",7,"3 - Once a day","3 - Once a day",1,"5 - I have only smoked a few times","2 - Several times a week",50,50,"2 - Weekly",170,60,"No",10,"Female",22,NA,"3 - Somewhat like me","Yes",NA,NA
70,"5 - Every day",10,5,5,8,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",6,8,8,3,4,4,6,"Yes",8,"4 - Several times a month","4-6","1 - Much less than most","No","2 - Safe","1 - Very good","3 - No",7,7,"No",2,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"3 - Somewhat worried",6,"5 - Less than 4 times a week but at least once a week","3 - Once a day",2,"1 - I smoke daily, 10 or more cigarettes","5 - Once a month",0,6.6,"5 - Never",153,59,"No",8,"Female",73,"Legally married","2 - Like me","Yes","N-VA","N-VA"
60,"1 - Never",NA,8,8,8,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",0,0,4,0,0,0,0,"Yes",3,"3 - Once a month","4-6","1 - Much less than most","No","4 - Very unsafe","3 - Fair","2 - Yes to some extent",9,3,"No",5,"7 - Never","1 - Every day","No","Yes","Yes",NA,"No","Yes","Yes",5,"3 - Somewhat worried",6,"7 - Never","3 - Once a day",NA,"5 - I have only smoked a few times","1 - Every day",144,82,"4 - Less than monthly",160,60,"No",5,"Female",69,NA,"1 - Very much like me","Yes","Ecolo","Ecolo"
30,"5 - Every day",300,3,3,3,"4 - Not at all interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",3,5,7,2,2,3,3,"Yes",9,"6 - Several times a week","3","3 - About the same","No","3 - Unsafe","1 - Very good","3 - No",5,4,"Yes",7,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",7,"4 - Less than once a day but at least 4 times a week","3 - Once a day",4,"6 - I have never smoked","3 - Once a week",18,10,"2 - Weekly",170,63,"No",9,"Female",23,"Living with my partner - not legally recognised","1 - Very much like me","Yes",NA,"MR"
30,"1 - Never",NA,6,6,8,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",2,2,5,2,2,2,2,"Yes",8,"4 - Several times a month","1","2 - Less than most","No","2 - Safe","3 - Fair","2 - Yes to some extent",4,2,"No",0,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",7,"3 - Once a day","3 - Once a day",0,"4 - I don’t smoke now but I used to","2 - Several times a week",43,32.8,"3 - Monthly",168,106,"Yes",8,"Male",73,"Legally married","2 - Like me","Yes","Open VLD","Open VLD"
30,"5 - Every day",420,3,5,3,"3 - Hardly interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",5,5,6,4,6,7,7,"Not eligible to vote",7,"6 - Several times a week","7-9","4 - More than most","No","3 - Unsafe","1 - Very good","3 - No",7,5,"Yes",9,"5 - Only on special holy days","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",5,"3 - Once a day","2 - Twice a day",3,"6 - I have never smoked","3 - Once a week",0,59.8,"2 - Weekly",180,66,"Yes",7,"Female",17,NA,"4 - A little like me","Yes",NA,NA
30,"5 - Every day",180,7,7,7,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",5,6,7,5,5,5,5,"Yes",8,"6 - Several times a week","4-6","3 - About the same","No","2 - Safe","2 - Good","3 - No",7,7,"No",0,"6 - Less often","7 - Never","No","Yes","Yes",NA,"No","Yes","Yes",6,"3 - Somewhat worried",7,"3 - Once a day","3 - Once a day",7,"4 - I don’t smoke now but I used to","2 - Several times a week",13.2,38.4,"3 - Monthly",174,90,"No",8,"Female",44,"Living with my partner - legally recognised","3 - Somewhat like me","Yes",NA,NA
60,"5 - Every day",480,3,6,0,"2 - Quite interested","2 - Very little","3 - Quite able","1 - Not at all","2 - A little confident",5,7,9,3,3,7,9,"Yes",8,"3 - Once a month","2","2 - Less than most","No","1 - Very safe","1 - Very good","3 - No",2,9,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","No","Yes",3,"4 - Very worried",6,"4 - Less than once a day but at least 4 times a week","3 - Once a day",1,"6 - I have never smoked","3 - Once a week",0,39.6,"4 - Less than monthly",182,54,"No",9,"Male",23,NA,"1 - Very much like me","Yes","MR","MR"
60,"5 - Every day",60,3,4,3,"4 - Not at all interested","1 - Not at all","4 - Very able","1 - Not at all","3 - Quite confident",2,4,4,0,0,0,4,"Yes",4,"6 - Several times a week","4-6","3 - About the same","Yes","2 - Safe","3 - Fair","2 - Yes to some extent",5,0,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",5,"3 - Once a day","2 - Twice a day",6,"1 - I smoke daily, 10 or more cigarettes","1 - Every day",20,20,"3 - Monthly",176,65,"No",2,"Male",34,NA,"5 - Not like me","Yes","Ecolo","PTB"
180,"5 - Every day",180,7,5,3,"1 - Very interested","2 - Very little","2 - A little able","3 - Some","1 - Not at all confident",3,5,8,3,3,5,7,"No",10,"6 - Several times a week","7-9","4 - More than most","No","1 - Very safe","2 - Good","3 - No",5,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","No","Yes",7,"5 - Extremely worried",8,"3 - Once a day","2 - Twice a day",5,"5 - I have only smoked a few times","4 - 2-3 times a month",0,66,"4 - Less than monthly",192,88,"No",10,"Male",45,"Legally married","1 - Very much like me","Yes",NA,"Sp.a (Vooruit)"
30,"5 - Every day",150,4,7,8,"4 - Not at all interested","1 - Not at all","1 - Not at all able","2 - Very little","1 - Not at all confident",3,2,6,4,2,3,4,"Yes",9,"6 - Several times a week","4-6","3 - About the same","No","3 - Unsafe","2 - Good","3 - No",8,7,"Yes",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"2 - Not very worried",5,"6 - Less than once a week","3 - Once a day",0,"4 - I don’t smoke now but I used to","6 - Less than once a month",72,72,"5 - Never",161,NA,"No",8,"Female",65,"Legally married","5 - Not like me","Yes",NA,NA
60,"5 - Every day",660,8,8,7,"3 - Hardly interested","3 - Some","3 - Quite able","3 - Some","2 - A little confident",5,9,9,5,6,5,3,"Yes",8,"7 - Every day","3","3 - About the same","No","2 - Safe","2 - Good","3 - No",6,2,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"2 - Not very worried",8,"6 - Less than once a week","2 - Twice a day",5,"6 - I have never smoked","2 - Several times a week",80,9.6,"2 - Weekly",187,83,"No",8,"Male",25,NA,"3 - Somewhat like me","Yes",NA,NA
120,"5 - Every day",30,7,7,3,"1 - Very interested","2 - Very little","5 - Completely able","2 - Very little","3 - Quite confident",7,4,8,5,3,7,5,"Yes",10,"6 - Several times a week","4-6","3 - About the same","No","2 - Safe","2 - Good","3 - No",2,2,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",0,"2 - Not very worried",7,"1 - Three times or more a day","3 - Once a day",4,"6 - I have never smoked","4 - 2-3 times a month",49.2,9.8,"4 - Less than monthly",175,75,"No",10,"Female",63,"Legally married","5 - Not like me","Yes","N-VA",NA
210,"5 - Every day",540,0,2,2,"4 - Not at all interested","2 - Very little","1 - Not at all able","1 - Not at all","2 - A little confident",3,4,5,2,5,6,4,"Not eligible to vote",6,"5 - Once a week","0 - None","5 - Much more than most","Yes","1 - Very safe","2 - Good","3 - No",6,5,"Yes",7,"1 - Every day","1 - Every day","Yes","Yes","Yes",NA,"Yes","No","No",7,"2 - Not very worried",3,"3 - Once a day","3 - Once a day",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",182,85,"No",7,"Male",19,NA,"3 - Somewhat like me","Yes",NA,NA
25,"4 - Most days",195,3,6,5,"3 - Hardly interested","2 - Very little","1 - Not at all able","3 - Some","2 - A little confident",3,2,4,2,2,4,5,"Yes",7,"4 - Several times a month","3","3 - About the same","No","2 - Safe","2 - Good","3 - No",4,4,"No",6,"4 - At least once a month","4 - At least once a month","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",5,"1 - Three times or more a day","1 - Three times or more a day",7,"2 - I smoke daily, 9 or fewer cigarettes","3 - Once a week",10,38.4,"2 - Weekly",189,121,"Yes",7,"Male",56,"Living with my partner - legally recognised","2 - Like me","Yes","Vlaams Belang","Vlaams Belang"
60,"5 - Every day",90,3,5,0,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",2,3,4,2,2,3,3,"Yes",7,"7 - Every day","4-6","3 - About the same","No","2 - Safe","1 - Very good","3 - No",7,6,"Yes",6,"5 - Only on special holy days","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",4,"2 - Twice a day","2 - Twice a day",3,"4 - I don’t smoke now but I used to","3 - Once a week",112.9,112.9,"5 - Never",169,74,"No",5,"Female",60,"Legally married","3 - Somewhat like me","Yes","MR",NA
60,"5 - Every day",120,5,7,7,"1 - Very interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",3,4,8,4,5,5,6,"Yes",8,"5 - Once a week","3","1 - Much less than most","No","2 - Safe","2 - Good","2 - Yes to some extent",7,7,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",2,"3 - Somewhat worried",7,"6 - Less than once a week","3 - Once a day",0,"4 - I don’t smoke now but I used to","1 - Every day",59.8,59.8,"1 - Daily or almost daily",172,74,"No",7,"Male",71,"Living with my partner - not legally recognised","2 - Like me","Yes","N-VA","N-VA"
45,"5 - Every day",120,7,7,7,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",2,7,9,0,6,0,6,"Yes",9,"4 - Several times a month","2","5 - Much more than most","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",9,5,"Yes",7,"6 - Less often","3 - Once a week","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",7,"7 - Never","4 - Less than once a day but at least 4 times a week",3,"1 - I smoke daily, 10 or more cigarettes","4 - 2-3 times a month",9.6,100,"3 - Monthly",159,47,"No",9,"Female",59,"Legally married","1 - Very much like me","Yes","Sp.a (Vooruit)",NA
